# Codes kept regardless of the Tier-2 gate. One per line: LOINC_NUM<tab>reason.
# device-base: internal/indicators/loinc-device-base-table.tsv (66 wearable and
# home-device codes, several in H&P.HX/PX or with SCALE "-" such as 103217-6).
# metrics: mirobody/res/metrics.tsv rows that already carry a code.
100304-5	device-base
101683-1	device-base
101685-6	device-base
101687-2	device-base
101688-0	device-base
101689-8	device-base
101690-6	device-base
101691-4	device-base
101692-2	device-base
103205-1	device-base
103208-5	device-base
103209-3	device-base
103210-1	device-base
103211-9	device-base
103212-7	device-base
103213-5	device-base
103214-3	device-base
103215-0	device-base
103216-8	device-base
103217-6	device-base
103218-4	device-base
103219-2	device-base
103220-0	device-base
103221-8	device-base
103222-6	device-base
103223-4	device-base
112425-4	device-base
112426-2	device-base
112427-0	device-base
112429-6	device-base
112430-4	device-base
112431-2	device-base
112432-0	device-base
112434-6	device-base
2339-0	device-base
29463-7	device-base
39156-5	device-base
40443-4	device-base
41950-7	device-base
41979-6	device-base
41981-2	device-base
41982-0	device-base
55423-8	device-base
59408-5	device-base
60830-7	device-base
60833-1	device-base
61006-3	device-base
61008-9	device-base
64098-7	device-base
69990-0	device-base
70002-1	device-base
70003-9	device-base
77196-4	device-base
8280-0	device-base
8302-2	device-base
8310-5	device-base
8462-4	device-base
8480-6	device-base
8867-4	device-base
91557-9	device-base
9279-1	device-base
93829-0	device-base
93830-8	device-base
93831-6	device-base
93832-4	device-base
94122-9	device-base
2708-6	metrics
60842-2	metrics
